year,hid,province,district,zone,starch,pulses,meat,vegetables,oil,fruits,milk,sugar,FCS,FCG,FS_final,DDS,GDDS
2018,11504,1,103,0,7,7,1,3,4,0,0,7,47.5,3,1,5,2
2018,11505,1,103,0,7,4,2,7,7,5,7,7,81.0,3,1,7,3
2018,11506,4,405,7,7,7,0,6,7,3,7,7,79.0,3,1,6,2
2018,11507,2,206,5,7,7,7,7,7,7,7,7,112.0,3,1,7,3
2018,11508,5,504,10,7,7,0,7,7,0,7,7,77.0,3,1,5,2
2018,11509,1,103,0,7,7,3,7,7,2,1,7,67.0,3,1,7,3
2018,11510,1,103,0,7,2,3,7,7,2,4,7,64.0,3,1,7,3
2018,11511,1,103,0,7,7,0,7,5,2,3,7,62.0,3,1,6,2
2018,11512,5,504,11,7,7,0,7,4,3,3,7,62.5,3,1,6,2
2018,11513,3,306,1,7,3,0,5,7,7,3,7,54.0,3,1,6,2
2018,11514,1,103,0,7,7,2,7,7,4,7,7,89.0,3,1,7,3
2018,11515,2,204,5,7,4,2,7,7,1,4,7,65.0,3,1,7,3
2018,11516,1,103,0,7,2,3,5,7,2,3,7,58.0,3,1,7,3
2018,11517,2,204,5,7,7,2,7,7,4,4,7,77.0,3,1,7,3
2018,11518,1,101,0,7,7,2,7,7,4,0,7,61.0,3,1,6,2
2018,11519,2,204,5,7,7,0,6,7,0,0,7,48.0,3,1,4,1
2018,11520,1,101,0,7,7,0,7,7,1,3,7,62.0,3,1,6,2
2018,11521,1,103,0,7,6,0,0,7,3,4,5,57.0,3,1,5,2
2018,11522,2,207,4,7,7,0,6,7,2,7,7,78.0,3,1,6,2
2018,11523,3,303,3,7,7,1,5,7,2,3,7,65.0,3,1,7,3
2018,11524,1,103,0,7,1,1,7,7,4,7,7,67.0,3,1,7,3
2018,11525,1,103,0,7,6,0,7,6,2,3,7,59.5,3,1,6,2
2018,11526,2,207,5,7,7,1,7,7,2,3,7,67.0,3,2,7,3
2018,11527,1,103,0,7,7,4,7,7,0,0,2,62.5,3,2,5,2
2018,11528,1,103,0,7,7,1,4,7,3,0,7,53.0,3,1,6,2
2018,11529,4,405,7,7,5,1,4,7,1,7,3,71.0,3,1,7,3
2018,11530,1,103,0,7,7,1,6,5,1,0,7,52.0,3,2,6,2
2018,11531,1,101,0,7,7,1,7,7,2,0,7,55.0,3,1,6,2
2018,11532,4,405,7,7,7,0,7,4,4,1,7,55.5,3,1,6,2
2018,11533,3,307,1,7,7,0,1,7,0,0,0,39.5,3,2,4,1
2018,11534,3,303,3,7,7,3,7,7,3,0,7,64.0,3,1,6,2
2018,11535,1,103,0,7,5,2,4,7,0,2,7,56.0,3,1,6,2
2018,11536,2,208,5,7,7,2,7,5,7,7,7,91.0,3,1,7,3
2018,11537,1,103,0,7,7,3,7,7,0,7,7,89.0,3,1,6,2
2018,11538,5,504,10,7,7,5,3,7,3,3,7,80.0,3,1,7,3
2018,11539,1,103,0,7,7,0,7,0,0,0,7,45.5,3,1,3,1
2018,11540,2,203,5,7,7,0,7,7,0,3,0,57.5,3,2,5,2
2018,11541,1,103,0,7,7,2,7,7,0,0,4,55.5,3,2,5,2
2018,11542,1,103,0,7,6,0,7,5,0,2,5,52.0,3,1,5,2
2018,11543,1,101,0,7,7,0,7,7,3,7,7,80.0,3,2,6,2
2018,11544,1,101,0,7,7,0,7,7,0,0,7,49.0,3,1,4,1
2018,11545,1,101,0,7,7,0,0,7,2,7,5,71.0,3,2,5,2
2018,11546,1,103,0,7,7,0,5,7,0,2,4,53.5,3,2,5,2
2018,11547,1,103,0,7,3,0,7,7,0,0,7,37.0,3,2,4,1
2018,11548,1,102,0,7,7,0,0,7,2,5,7,64.0,3,1,5,2
2018,11549,4,402,4,7,7,0,7,7,2,7,7,79.0,3,1,6,2
2018,11550,1,101,8,7,7,3,7,7,0,0,7,61.0,3,1,5,2
2018,11551,2,204,5,7,7,0,5,7,0,0,7,47.0,3,2,4,1
2018,11552,5,504,12,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,11553,1,102,0,7,2,0,4,4,2,7,3,57.5,3,1,6,2
2018,11554,1,101,0,7,7,0,5,7,1,0,7,48.0,3,2,5,2
2018,11555,5,502,11,7,7,0,7,7,3,7,0,76.5,3,1,6,2
2018,11556,5,506,8,7,4,0,4,3,0,7,4,61.5,3,2,5,2
2018,11557,4,404,3,7,7,0,5,4,0,1,7,49.5,3,1,5,2
2018,11558,3,304,3,7,7,0,7,2,3,1,7,53.5,3,2,6,2
2018,11559,4,404,6,7,7,0,7,6,0,0,0,45.0,3,1,4,1
2018,11560,5,506,10,7,7,0,5,7,0,2,5,54.0,3,1,5,2
2018,11561,1,101,8,7,7,0,7,7,3,0,7,52.0,3,1,5,2
2018,11562,5,501,10,7,7,0,6,7,3,0,5,50.0,3,1,5,2
2018,11563,2,206,5,7,7,0,7,7,2,0,7,51.0,3,2,5,2
2018,11564,2,204,5,7,2,0,5,7,0,0,1,29.0,2,2,4,1
2018,11565,1,103,0,7,7,1,6,7,0,0,7,52.0,3,1,5,2
2018,11566,1,101,0,7,4,0,7,7,0,0,5,39.0,3,1,4,1
2018,11567,5,504,10,7,3,0,7,3,0,0,3,33.0,2,2,4,1
2018,11568,5,502,11,7,7,0,6,3,0,0,1,43.0,3,1,4,1
2018,11569,5,505,12,7,7,0,6,6,0,0,2,45.0,3,2,4,1
2018,11570,3,301,1,7,7,1,7,1,0,0,0,46.5,3,2,5,2
2018,11571,3,302,1,7,1,0,7,0,0,0,0,24.0,2,2,3,1
2018,11572,2,207,5,7,7,1,5,6,2,0,5,51.5,3,1,6,2
2018,11573,5,504,10,7,3,1,7,2,0,0,2,36.0,3,2,5,2
2018,11574,2,203,4,7,7,3,7,7,0,0,0,57.5,3,2,5,2
2018,11575,1,101,0,7,7,0,7,7,0,0,4,47.5,3,1,4,1
2018,11576,3,304,3,7,7,0,7,7,1,5,3,68.0,3,1,6,2
2018,11577,3,304,3,7,7,0,5,3,0,0,4,43.5,3,1,4,1
2018,11578,2,206,5,7,7,2,7,7,3,7,7,88.0,3,1,7,3
2018,11579,1,101,0,7,7,0,5,7,2,0,4,47.5,3,2,5,2
2018,11580,4,402,4,7,4,1,7,3,0,3,7,54.0,3,1,6,2
2018,11581,4,403,3,7,7,0,4,7,0,7,7,74.0,3,1,5,2
2018,11582,5,503,9,7,7,1,5,2,2,1,2,52.0,3,1,7,3
2018,11583,2,201,5,7,7,0,7,7,4,0,0,49.5,3,1,5,2
2018,11584,2,207,5,7,5,3,7,5,5,3,7,71.0,3,2,7,3
2018,11585,5,501,10,7,7,0,7,0,0,0,7,45.5,3,1,3,1
2018,11586,2,208,5,7,7,2,7,7,7,0,7,64.0,3,1,6,2
2018,11587,2,203,4,7,7,0,3,7,0,0,0,41.5,3,1,4,1
2018,11588,2,204,5,7,7,1,5,7,3,0,7,54.0,3,1,6,2
2018,11589,2,207,4,7,7,0,4,4,0,3,7,56.5,3,2,5,2
2018,11590,2,204,5,7,7,0,7,7,4,5,7,73.0,3,1,6,2
2018,11591,5,504,10,7,7,1,7,3,0,7,3,77.0,3,1,6,2
2018,11592,5,504,10,7,7,0,7,3,0,0,4,45.5,3,1,4,1
2018,11593,1,103,0,7,3,3,3,7,0,0,3,43.0,3,1,5,2
2018,11594,5,507,8,7,7,0,7,3,4,0,0,47.5,3,1,5,2
2018,11595,5,501,10,7,7,0,4,7,0,0,0,42.5,3,1,4,1
2018,11596,3,303,3,7,7,0,3,0,0,2,0,46.0,3,1,4,1
2018,11597,4,401,4,7,7,0,1,7,0,0,2,40.5,3,1,4,1
2018,11598,5,502,11,7,7,0,0,4,1,7,0,66.0,3,1,5,2
2018,11599,1,103,0,7,7,1,7,7,0,0,2,50.5,3,1,5,2
2018,11600,2,201,5,7,7,0,4,3,2,4,4,60.5,3,2,6,2
2018,11601,1,103,0,7,7,0,3,7,0,0,4,43.5,3,1,4,1
2018,11602,2,205,4,7,7,1,0,7,0,3,0,54.5,3,1,5,2
2018,11603,4,402,6,7,7,0,7,7,0,0,1,46.0,3,2,4,1
2018,11604,2,207,5,7,5,0,4,7,2,0,5,41.0,3,2,5,2
2018,11605,4,405,7,7,7,0,5,4,0,0,3,43.5,3,1,4,1
2018,11606,5,502,11,7,7,0,4,7,0,1,3,48.0,3,1,5,2
2018,11607,2,202,5,7,2,0,4,7,2,0,7,33.0,2,2,5,2
2018,11608,3,306,1,7,4,3,4,7,1,0,7,50.0,3,1,6,2
2018,11609,4,405,7,7,7,1,7,7,3,2,5,63.0,3,1,7,3
2018,11610,2,206,5,7,7,2,7,7,0,0,3,55.0,3,2,5,2
2018,11611,2,201,4,7,7,0,6,3,0,0,1,43.0,3,2,4,1
2018,11612,1,103,0,7,3,2,5,7,0,7,7,71.0,3,1,6,2
2018,11613,1,103,0,7,7,7,6,7,0,0,7,76.0,3,1,5,2
2018,11614,1,102,10,7,7,0,7,7,0,0,7,49.0,3,1,4,1
2018,11615,5,502,11,7,7,0,7,1,1,7,0,71.5,3,1,6,2
2018,11616,3,303,3,7,7,0,3,7,0,0,0,41.5,3,1,4,1
2018,11617,3,307,2,7,7,1,6,7,0,0,1,49.0,3,2,5,2
2018,11618,2,206,5,7,7,0,5,4,3,0,0,45.0,3,2,5,2
2018,11619,1,103,0,7,6,1,6,7,0,0,1,46.0,3,2,5,2
2018,11620,5,505,12,7,3,0,7,0,0,0,0,30.0,2,3,3,1
2018,11621,1,101,0,7,7,1,7,7,3,1,7,60.0,3,2,7,3
2018,11622,5,503,9,7,7,4,4,3,1,0,3,59.0,3,1,6,2
2018,11623,5,506,10,7,7,2,7,7,7,1,7,68.0,3,2,7,3
2018,11624,5,506,10,7,7,2,7,7,0,0,7,57.0,3,1,5,2
2018,11625,3,304,2,7,4,0,4,3,0,5,0,51.5,3,1,5,2
2018,11626,5,507,8,7,3,0,0,7,3,0,7,33.0,2,2,4,1
2018,11627,2,204,5,7,7,0,0,7,7,7,1,74.0,3,1,5,2
2018,11628,5,501,9,7,7,0,7,7,0,0,7,49.0,3,1,4,1
2018,11629,5,504,10,7,7,0,7,2,7,0,0,50.0,3,2,5,2
2018,11630,5,506,10,7,5,1,6,7,0,3,7,58.0,3,1,6,2
2018,11631,4,404,6,7,7,0,3,2,0,0,0,39.0,3,2,4,1
2018,11632,5,504,10,7,7,0,7,4,0,3,3,57.5,3,1,5,2
2018,11633,5,507,8,7,7,4,7,7,2,0,7,67.0,3,2,6,2
2018,11634,2,206,5,7,7,0,7,7,7,7,7,84.0,3,2,6,2
2018,11635,3,306,1,7,7,0,7,7,3,0,7,52.0,3,1,5,2
2018,11636,5,504,10,7,7,0,7,4,0,0,5,46.5,3,2,4,1
2018,11637,1,101,0,7,6,3,4,7,3,4,7,74.0,3,1,7,3
2018,11638,5,504,11,7,7,0,7,4,1,0,0,45.0,3,1,5,2
2018,11639,5,504,11,7,1,0,7,1,0,7,0,52.5,3,2,5,2
2018,11640,3,306,1,7,7,0,5,7,3,0,2,47.5,3,2,5,2
2018,11641,5,501,10,7,7,2,4,7,0,0,2,51.5,3,2,5,2
2018,11642,5,503,11,7,3,0,7,0,0,0,0,30.0,2,3,3,1
2018,11643,5,502,11,7,5,0,3,4,0,7,0,62.0,3,1,5,2
2018,11644,5,503,9,7,7,0,7,7,0,0,2,46.5,3,1,4,1
2018,11645,3,306,1,7,2,1,3,7,1,0,3,33.0,2,3,6,2
2018,11646,5,503,9,7,7,0,7,2,7,7,0,78.0,3,2,6,2
2018,11647,5,502,11,7,7,0,0,7,1,0,6,42.5,3,1,4,1
2018,11648,2,204,5,7,7,0,5,7,0,0,7,47.0,3,2,4,1
2018,11649,5,506,10,7,7,0,7,1,0,0,0,42.5,3,2,4,1
2018,11650,2,204,5,7,7,0,5,7,0,0,4,45.5,3,2,4,1
2018,11651,3,302,1,7,7,0,4,2,0,0,0,40.0,3,2,4,1
2018,11652,2,204,5,7,7,0,1,2,0,0,1,37.5,3,2,4,1
2018,11653,3,307,1,7,5,0,3,1,0,0,0,32.5,2,3,4,1
2018,11654,2,201,5,7,1,0,6,3,0,0,1,25.0,2,3,4,1
2018,11655,2,204,5,7,7,0,7,7,0,0,7,49.0,3,1,4,1
2018,11656,5,503,9,7,7,1,6,0,1,7,0,74.0,3,1,6,2
2018,11657,3,304,3,7,7,0,6,0,0,0,0,41.0,3,1,3,1
2018,11658,5,506,10,7,5,0,4,3,0,0,0,34.5,2,2,4,1
2018,11659,2,204,5,7,7,0,3,5,4,0,2,45.5,3,1,5,2
2018,11660,3,302,1,7,4,0,5,3,0,0,0,32.5,2,3,4,1
2018,11661,2,207,4,7,7,7,3,7,2,0,7,75.0,3,2,6,2
2018,11662,5,505,12,7,4,0,5,7,0,0,3,36.0,3,2,4,1
2018,11663,3,306,1,7,3,0,7,7,2,0,0,35.5,3,1,5,2
2018,11664,3,304,3,7,7,0,7,7,0,1,0,49.5,3,1,5,2
2018,11665,2,204,5,7,7,0,7,7,0,4,5,64.0,3,2,5,2
2018,11666,2,204,5,7,7,0,6,3,0,0,7,46.0,3,2,4,1
2018,11667,3,306,1,7,7,0,3,7,0,0,0,41.5,3,2,4,1
2018,11668,2,202,5,7,7,0,3,7,0,0,3,43.0,3,2,4,1
2018,11669,3,306,1,7,3,0,7,7,0,0,7,37.0,3,1,4,1
2018,11670,3,302,2,7,5,0,7,3,1,2,4,48.5,3,2,6,2
2018,11671,4,404,6,7,5,0,0,0,0,0,2,30.0,2,3,2,1
2018,11672,2,201,5,7,7,0,7,6,1,7,0,74.0,3,2,6,2
2018,11673,2,207,5,7,7,1,5,7,0,0,0,47.5,3,1,5,2
2018,11674,2,204,5,7,7,0,4,7,1,0,1,44.0,3,1,5,2
2018,11675,5,502,11,7,3,0,7,3,0,0,0,31.5,2,3,4,1
2018,11676,5,504,10,7,5,0,7,7,0,0,2,40.5,3,1,4,1
2018,11677,5,502,11,7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,11678,1,102,0,7,7,0,7,5,0,0,4,46.5,3,1,4,1
2018,11679,4,405,7,7,3,0,0,3,0,0,0,24.5,2,3,3,1
2018,11680,2,204,5,7,3,0,5,7,0,0,7,35.0,2,3,4,1
2018,11681,5,502,11,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,11682,5,502,9,7,0,0,0,3,0,0,0,15.5,1,3,2,1
2018,11683,3,302,1,7,0,0,7,3,0,0,0,22.5,2,3,3,1
2018,11684,3,302,1,7,0,0,1,2,0,0,0,16.0,1,3,3,1
2018,11685,2,208,5,7,7,0,7,7,0,0,2,46.5,3,2,4,1
2018,11686,3,306,1,7,4,0,6,5,0,0,2,35.5,3,1,4,1
2018,11687,2,202,5,7,7,4,4,7,3,7,7,93.0,3,1,7,3
2018,11688,2,205,4,7,4,0,3,7,0,0,0,32.5,2,2,4,1
2018,11689,2,205,4,7,7,0,7,3,0,0,0,43.5,3,1,4,1
2018,11690,3,303,3,7,7,2,4,4,0,0,3,50.5,3,2,5,2
2018,11691,5,501,10,7,5,0,6,3,0,0,1,37.0,3,1,4,1
2018,11692,2,205,2,7,7,0,4,7,0,0,3,44.0,3,1,4,1
2018,11693,5,504,10,7,7,0,0,0,0,0,0,35.0,2,3,2,1
2018,11694,2,201,5,7,7,0,7,7,2,7,7,79.0,3,1,6,2
2018,11695,5,503,9,7,3,0,4,3,0,0,0,28.5,2,2,4,1
2018,11696,3,302,1,7,7,0,7,3,1,2,3,54.0,3,1,6,2
2018,11697,2,205,4,7,7,0,4,7,0,1,3,48.0,3,1,5,2
2018,11698,2,204,5,7,7,7,7,7,0,0,3,75.0,3,1,5,2
2018,11699,4,405,7,7,7,0,4,5,0,7,5,72.0,3,1,5,2
2018,11700,3,302,1,7,4,2,4,3,0,0,5,42.0,3,2,5,2
2018,11701,4,404,6,7,5,0,5,2,0,0,0,35.0,2,3,4,1
2018,11702,2,204,5,7,5,0,4,7,0,4,0,52.5,3,2,5,2
2018,11703,3,307,1,7,5,1,7,3,1,0,2,43.5,3,3,6,2
2018,11704,2,202,5,7,6,1,1,7,2,0,0,42.5,3,2,6,2
2018,11705,1,103,0,7,7,0,7,2,0,0,7,46.5,3,2,4,1
2018,11706,4,404,6,7,7,0,4,7,0,0,0,42.5,3,1,4,1
2018,11707,4,401,7,7,3,0,7,2,0,0,0,31.0,2,2,4,1
2018,11708,5,502,11,7,7,0,3,7,0,0,0,41.5,3,1,4,1
2018,11709,3,306,1,7,7,0,7,7,1,0,7,50.0,3,1,5,2
2018,11710,4,404,6,7,0,0,7,2,0,0,0,22.0,2,3,3,1
2018,11711,4,403,6,7,0,0,3,0,0,0,0,17.0,1,4,2,1
2018,11712,5,502,11,7,7,0,7,2,7,0,0,50.0,3,1,5,2
2018,11713,5,502,7,7,7,0,6,1,0,0,0,41.5,3,2,4,1
2018,11714,1,103,0,7,7,0,7,3,0,0,0,43.5,3,1,4,1
2018,11715,2,206,5,7,5,0,7,7,7,1,7,54.0,3,2,6,2
2018,11716,5,501,10,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,11717,5,504,10,7,7,0,5,3,0,0,3,43.0,3,1,4,1
2018,11718,3,306,1,7,2,0,5,2,0,0,0,26.0,2,3,4,1
2018,11719,2,201,5,7,7,1,4,4,3,0,1,48.5,3,1,6,2
2018,11720,3,306,1,7,6,1,6,7,0,0,5,48.0,3,1,5,2
2018,11721,4,401,7,7,7,2,7,7,0,2,7,65.0,3,1,6,2
2018,11722,5,505,12,7,7,4,7,7,0,0,0,61.5,3,1,5,2
2018,11723,5,501,9,7,2,0,5,0,0,2,3,34.5,2,3,4,1
2018,11724,3,306,1,7,1,0,7,7,0,0,2,28.5,2,2,4,1
2018,11725,5,507,8,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,11726,5,506,10,7,6,0,5,2,0,0,0,38.0,3,2,4,1
2018,11727,5,503,9,7,7,0,7,0,0,0,0,42.0,3,2,3,1
2018,11728,5,506,10,7,7,1,3,1,3,0,2,46.5,3,1,6,2
2018,11729,3,302,1,7,7,0,3,4,0,3,0,52.0,3,2,5,2
2018,11730,3,306,1,7,7,3,7,7,1,1,7,66.0,3,2,7,3
2018,11731,2,201,5,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,11732,2,204,5,7,7,0,5,7,0,0,4,45.5,3,2,4,1
2018,11733,5,507,8,7,7,0,7,0,0,0,0,42.0,3,2,3,1
2018,11734,5,502,11,7,6,0,7,7,0,0,0,42.5,3,1,4,1
2018,11735,3,306,1,7,2,2,6,7,3,2,7,52.0,3,2,7,3
2018,11736,3,302,2,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,11737,5,501,10,7,6,0,4,5,1,0,4,41.5,3,1,5,2
2018,11738,4,404,6,7,7,0,4,3,1,0,0,41.5,3,1,5,2
2018,11739,5,507,8,7,2,0,4,3,0,0,0,25.5,2,2,4,1
2018,11740,4,402,4,7,7,0,7,4,0,0,0,44.0,3,2,4,1
2018,11741,4,403,3,7,5,0,3,0,0,0,0,32.0,2,3,3,1
2018,11742,5,504,10,7,7,0,7,3,0,0,3,45.0,3,2,4,1
2018,11743,3,303,3,7,7,0,4,3,0,1,2,45.5,3,2,5,2
2018,11744,5,502,9,7,7,0,5,2,0,0,0,41.0,3,2,4,1
2018,11745,5,503,9,7,7,0,7,7,4,0,0,49.5,3,1,5,2
2018,11746,4,405,7,7,7,0,7,3,0,0,0,43.5,3,2,4,1
2018,11747,5,503,9,7,7,0,7,2,0,0,0,43.0,3,1,4,1
2018,11748,3,304,3,7,4,2,3,3,1,0,0,39.5,3,1,6,2
2018,11749,2,206,5,7,7,0,4,7,0,0,3,44.0,3,2,4,1
2018,11750,3,305,4,7,3,0,4,2,0,0,0,28.0,2,3,4,1
2018,11751,2,203,4,7,4,0,7,7,0,7,1,65.0,3,2,5,2
2018,11752,5,503,9,7,7,2,7,3,2,0,2,54.5,3,2,6,2
2018,11753,5,502,9,7,3,0,7,7,0,7,3,63.0,3,1,5,2
2018,11754,5,505,12,7,7,0,7,0,0,0,0,42.0,3,2,3,1
2018,11755,5,503,9,7,5,2,7,3,0,0,2,46.5,3,1,5,2
2018,11756,5,503,9,7,7,0,7,2,0,0,0,43.0,3,3,4,1
2018,11757,5,506,10,7,2,0,3,3,0,0,0,24.5,2,3,4,1
2018,11758,5,502,9,7,7,0,7,0,0,0,0,42.0,3,1,3,1
2018,11759,2,201,5,7,1,0,5,3,0,0,0,23.5,2,3,4,1
2018,11760,2,201,5,7,1,0,4,1,0,0,0,21.5,2,3,4,1
2018,11761,5,505,10,7,7,0,7,2,0,0,0,43.0,3,1,4,1
2018,11762,3,301,2,7,7,0,7,4,0,0,0,44.0,3,1,4,1
2018,11763,3,301,1,7,1,0,5,3,0,0,0,23.5,2,3,4,1
2018,11764,5,503,9,7,7,0,4,3,0,7,3,70.0,3,1,5,2
2018,11765,2,207,5,7,7,0,7,4,0,0,4,46.0,3,2,4,1
2018,11766,3,304,3,7,3,0,7,0,0,0,2,31.0,2,3,3,1
2018,11767,2,207,4,7,7,0,0,5,0,0,7,41.0,3,2,3,1
2018,11768,3,307,1,7,3,0,4,3,0,0,0,28.5,2,4,4,1
2018,11769,2,201,4,7,4,0,4,7,1,0,0,34.5,2,2,5,2
2018,11770,4,404,6,7,3,0,7,3,0,0,0,31.5,2,2,4,1
2018,11771,2,205,2,7,7,0,4,7,0,0,0,42.5,3,2,4,1
2018,11772,5,503,9,7,4,0,7,4,0,0,0,35.0,2,2,4,1
2018,11773,5,502,11,7,7,0,1,4,0,0,0,38.0,3,1,4,1
2018,11774,5,507,8,7,4,2,7,2,0,0,1,42.5,3,1,5,2
2018,11775,3,302,1,7,3,0,0,0,0,0,0,23.0,2,2,2,1
2018,11776,2,204,5,7,3,0,0,7,0,0,0,26.5,2,3,3,1
2018,11777,3,302,2,7,0,0,1,0,0,0,0,15.0,1,3,2,1
2018,11778,3,302,2,7,7,0,6,2,0,0,0,42.0,3,2,4,1
2018,11779,5,504,12,7,2,0,7,5,1,3,7,46.0,3,2,6,2
2018,11780,2,203,5,7,5,0,7,3,4,0,0,41.5,3,1,5,2
2018,11781,1,102,4,7,5,1,3,4,0,0,1,38.5,3,2,5,2
2018,11782,2,204,5,7,5,1,5,7,0,0,7,45.0,3,1,5,2
2018,11783,2,206,5,7,7,0,7,7,4,0,5,52.0,3,2,5,2
2018,11784,3,303,3,7,4,0,0,4,0,2,0,36.0,3,1,4,1
2018,11785,2,204,5,7,7,1,7,7,2,1,2,56.5,3,2,7,3
2018,11786,5,501,10,7,7,0,7,7,0,0,4,47.5,3,1,4,1
2018,11787,4,403,6,7,7,0,0,4,0,0,0,37.0,3,2,3,1
2018,11788,5,501,10,7,4,0,7,2,0,0,0,34.0,2,2,4,1
2018,11789,5,501,10,7,5,1,3,3,0,0,0,37.5,3,1,5,2
2018,11790,3,301,1,7,5,0,7,4,3,0,0,41.0,3,1,5,2
2018,11791,1,102,9,7,7,0,7,7,3,0,2,49.5,3,2,5,2
2018,11792,5,502,11,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,11793,5,506,10,7,4,0,7,3,0,0,1,35.0,2,2,4,1
2018,11794,3,303,3,7,7,0,5,2,0,0,1,41.5,3,1,4,1
2018,11795,5,507,8,7,1,0,0,0,0,0,1,17.5,1,4,2,1
2018,11796,4,405,7,7,6,0,7,2,0,1,0,44.0,3,1,5,2
2018,11797,3,306,1,7,5,0,3,3,0,0,3,35.0,2,3,4,1
2018,11798,3,302,1,7,7,0,1,3,0,7,0,65.5,3,2,5,2
2018,11799,3,306,1,7,5,0,6,7,3,0,3,43.0,3,1,5,2
2018,11800,2,206,5,7,7,0,6,7,1,0,3,47.0,3,1,5,2
2018,11801,2,202,5,7,7,0,6,3,0,0,0,42.5,3,1,4,1
2018,11802,5,504,12,7,6,0,7,0,0,0,7,42.5,3,1,3,1
2018,11803,5,504,10,7,6,0,7,5,0,0,3,43.0,3,1,4,1
2018,11804,5,504,12,7,4,0,4,3,0,0,0,31.5,2,3,4,1
2018,11805,3,302,1,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,11806,5,504,12,7,7,1,3,7,0,0,0,45.5,3,2,5,2
2018,11807,5,502,7,7,7,0,7,1,3,0,4,47.5,3,2,5,2
2018,11808,5,503,9,7,2,2,4,0,0,0,7,35.5,3,1,4,1
2018,11809,3,302,1,7,3,0,6,0,0,0,0,29.0,2,2,3,1
2018,11810,3,306,1,7,7,0,7,7,0,0,0,45.5,3,1,4,1
2018,11811,4,403,3,7,7,0,1,0,0,0,7,39.5,3,2,3,1
2018,11812,1,101,0,7,7,0,6,7,0,0,2,45.5,3,2,4,1
2018,11813,2,204,5,7,7,0,5,7,0,0,0,43.5,3,2,4,1
2018,11814,5,506,10,7,3,0,7,0,0,0,3,31.5,2,3,3,1
2018,11815,1,101,8,7,7,0,5,7,0,0,7,47.0,3,2,4,1
2018,11816,2,204,5,7,5,0,5,5,0,0,0,36.5,3,1,4,1
2018,11817,5,503,11,7,7,0,6,4,0,0,0,43.0,3,2,4,1
2018,11818,4,405,7,7,3,0,4,1,1,2,0,36.5,3,2,6,2
2018,11819,5,501,10,7,7,0,6,5,0,0,1,44.0,3,2,4,1
2018,11820,2,201,5,7,7,0,3,3,2,0,4,43.5,3,1,5,2
2018,11821,5,501,10,7,7,0,4,0,0,7,0,67.0,3,2,4,1
2018,11822,2,204,5,7,5,0,4,1,0,0,0,33.5,2,2,4,1
2018,11823,1,103,0,7,7,0,7,7,0,0,7,49.0,3,2,4,1
2018,11824,1,101,8,7,7,0,3,0,0,0,0,38.0,3,2,3,1
2018,11825,2,205,4,7,7,0,7,4,0,0,4,46.0,3,1,4,1
2018,11826,5,506,8,7,0,0,7,0,0,0,0,21.0,1,3,2,1
2018,11827,4,404,3,7,3,0,7,2,0,0,1,31.5,2,3,4,1
2018,11828,5,504,11,7,5,0,7,0,0,0,0,36.0,3,2,3,1
2018,11829,3,303,1,7,4,0,4,1,0,0,0,30.5,2,2,4,1
2018,11830,2,204,5,7,3,0,6,0,0,0,0,29.0,2,3,3,1
2018,11831,2,204,5,7,7,0,5,4,0,0,3,43.5,3,2,4,1
2018,11832,5,504,11,7,7,0,7,0,0,0,0,42.0,3,3,3,1
2018,11833,3,304,3,7,0,0,4,0,0,0,0,18.0,1,3,2,1
2018,11834,5,504,11,7,7,2,7,2,1,2,0,60.0,3,2,7,3
2018,11835,4,405,9,7,7,0,7,7,0,0,3,47.0,3,1,4,1
2018,11836,5,507,8,7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,11837,4,401,7,7,4,0,4,7,0,0,0,33.5,2,2,4,1
2018,11838,3,302,1,7,7,0,4,7,0,0,7,46.0,3,1,4,1
2018,11839,5,501,10,7,6,1,7,7,0,0,0,46.5,3,2,5,2
2018,11840,3,302,1,7,6,0,7,4,3,0,3,45.5,3,2,5,2
2018,11841,2,204,5,7,7,0,5,4,0,0,3,43.5,3,2,4,1
2018,11842,5,505,10,7,7,0,4,0,0,0,0,39.0,3,2,3,1
2018,11843,2,205,4,7,7,0,3,0,0,0,0,38.0,3,2,3,1
2018,11844,2,205,4,7,7,0,3,0,0,0,0,38.0,3,2,3,1
2018,11845,5,502,11,7,3,0,7,0,0,0,0,30.0,2,3,3,1
2018,11846,5,503,9,7,7,0,7,0,2,0,0,44.0,3,2,4,1
2018,11847,5,504,11,7,7,0,7,0,0,0,0,42.0,3,2,3,1
2018,11848,3,301,2,7,4,0,0,0,0,0,0,26.0,2,3,2,1
2018,11849,3,302,1,7,2,0,0,1,0,0,0,20.5,1,4,3,1
2018,11850,4,404,6,7,6,0,3,0,0,0,0,35.0,2,3,3,1
2018,11851,4,403,3,7,7,0,5,7,2,0,5,48.0,3,2,5,2
