year,hid,province,district,zone,starch,pulses,meat,vegetables,oil,fruits,milk,sugar,FCS,FCG,FS_final,DDS,GDDS
2018,5632,2,202,5,7,7,0,7,5,0,0,0,44.5,3,1,4,1
2018,5633,5,507,8,7,5,0,7,3,3,0,7,44.0,3,2,5,2
2018,5634,3,303,3,7,7,0,7,3,0,0,0,43.5,3,2,4,1
2018,5635,2,202,5,7,2,0,5,1,0,0,0,25.5,2,3,4,1
2018,5636,3,301,4,7,4,0,3,0,0,0,0,29.0,2,3,3,1
2018,5637,3,305,4,7,2,0,3,0,0,0,0,23.0,2,3,3,1
2018,5638,3,303,3,7,4,0,1,2,0,0,1,28.5,2,2,4,1
2018,5639,3,302,1,7,5,0,7,0,0,0,0,36.0,3,2,3,1
2018,5640,3,305,4,7,3,0,4,1,2,0,1,30.0,2,3,5,2
2018,5641,5,505,10,7,2,0,7,3,0,0,0,28.5,2,3,4,1
2018,5642,2,207,5,7,4,0,7,4,0,0,0,35.0,2,3,4,1
2018,5643,3,307,1,7,7,3,7,7,1,0,0,58.5,3,2,6,2
2018,5644,5,502,11,7,7,0,7,7,1,0,0,46.5,3,1,5,2
2018,5645,5,501,10,7,7,0,6,7,2,0,0,46.5,3,1,5,2
2018,5646,3,305,4,7,4,0,4,0,0,0,0,30.0,2,2,3,1
2018,5647,2,204,4,7,4,0,5,0,0,0,0,31.0,2,3,3,1
2018,5648,3,307,1,7,0,0,7,2,0,0,0,22.0,2,3,3,1
2018,5649,4,402,4,7,6,0,7,0,0,0,0,39.0,3,2,3,1
2018,5650,3,304,2,7,4,0,7,3,0,0,0,34.5,2,3,4,1
2018,5651,3,304,2,7,5,0,3,1,0,0,2,33.5,2,2,4,1
2018,5652,4,401,7,7,7,0,4,4,0,0,0,41.0,3,1,4,1
2018,5653,3,304,3,7,7,0,7,0,0,0,3,43.5,3,2,3,1
2018,5654,2,202,5,7,7,0,0,0,0,0,0,35.0,2,3,2,1
2018,5655,3,302,1,7,5,0,6,3,0,0,0,36.5,3,2,4,1
2018,5656,3,304,3,7,7,0,6,0,0,0,0,41.0,3,2,3,1
2018,5657,3,301,1,7,5,0,3,3,0,0,0,33.5,2,3,4,1
2018,5658,2,205,4,7,7,0,6,7,0,0,4,46.5,3,2,4,1
2018,5659,5,501,9,7,3,0,7,2,0,2,2,40.0,3,1,5,2
2018,5660,4,402,4,7,7,0,4,4,1,0,2,43.0,3,2,5,2
2018,5661,5,503,9,7,7,0,4,0,2,0,0,41.0,3,2,4,1
2018,5662,3,305,4,7,7,0,4,2,2,2,2,51.0,3,2,6,2
2018,5663,4,403,3,7,7,0,7,2,0,0,3,44.5,3,1,4,1
2018,5664,3,306,1,7,3,2,7,4,0,0,2,41.0,3,2,5,2
2018,5665,2,202,5,7,4,0,7,4,0,0,0,35.0,2,2,4,1
2018,5666,3,302,2,7,0,0,7,0,0,0,0,21.0,1,3,2,1
2018,5667,4,404,3,7,7,0,7,0,0,0,0,42.0,3,2,3,1
2018,5668,3,305,4,7,2,0,4,0,2,0,0,26.0,2,3,4,1
2018,5669,3,303,3,7,3,0,6,3,0,0,0,30.5,2,2,4,1
2018,5670,2,205,4,7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,5671,2,202,5,7,7,0,3,7,0,0,0,41.5,3,1,4,1
2018,5672,3,304,3,7,0,0,0,0,0,0,0,14.0,1,3,1,1
2018,5673,3,304,4,7,7,0,0,0,2,0,0,37.0,3,1,3,1
2018,5674,2,204,5,7,7,0,4,7,0,0,0,42.5,3,1,4,1
2018,5675,2,204,5,7,7,0,0,0,0,0,7,38.5,3,2,2,1
2018,5676,2,207,4,7,6,2,4,2,0,0,5,47.5,3,2,5,2
2018,5677,3,301,4,7,7,0,7,4,0,0,0,44.0,3,1,4,1
2018,5678,4,403,3,7,7,0,4,0,3,0,0,42.0,3,1,4,1
2018,5679,2,207,5,7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,5680,2,203,5,7,1,0,6,2,0,0,0,24.0,2,3,4,1
2018,5681,3,305,2,7,2,0,3,0,0,0,0,23.0,2,3,3,1
2018,5682,3,305,4,7,2,0,4,2,0,0,0,25.0,2,3,4,1
2018,5683,5,505,10,7,4,0,7,0,0,0,7,36.5,3,2,3,1
2018,5684,5,505,10,7,3,0,4,2,0,0,0,28.0,2,3,4,1
2018,5685,3,305,4,7,1,0,4,0,0,0,2,22.0,2,3,3,1
2018,5686,2,205,4,7,7,0,6,2,1,0,3,44.5,3,2,5,2
2018,5687,4,404,3,7,6,0,5,0,0,0,0,37.0,3,2,3,1
2018,5688,2,202,5,7,2,0,7,0,0,0,0,27.0,2,3,3,1
2018,5689,3,305,4,7,3,0,3,2,0,0,0,27.0,2,3,4,1
2018,5690,4,402,4,7,3,0,7,0,0,0,0,30.0,2,3,3,1
2018,5691,2,202,5,7,4,0,3,0,0,0,0,29.0,2,3,3,1
2018,5692,5,501,10,7,7,0,5,7,0,0,7,47.0,3,1,4,1
2018,5693,4,401,7,7,7,0,0,0,0,2,5,45.5,3,1,3,1
2018,5694,1,101,0,7,7,2,6,7,2,3,7,70.0,3,1,7,3
2018,5695,3,304,3,7,7,0,6,4,0,2,3,52.5,3,1,5,2
2018,5696,1,101,0,7,7,0,7,7,7,7,7,84.0,3,1,6,2
2018,5697,4,404,6,7,7,1,7,7,7,0,7,60.0,3,1,6,2
2018,5698,3,303,3,7,7,0,5,3,7,3,4,62.5,3,1,6,2
2018,5699,5,502,11,7,7,0,1,7,2,1,0,45.5,3,1,6,2
2018,5700,2,204,5,7,7,7,7,7,1,0,7,78.0,3,2,6,2
2018,5701,3,305,4,7,7,0,4,7,2,0,2,45.5,3,1,5,2
2018,5702,4,403,3,7,7,0,7,1,2,0,0,44.5,3,2,5,2
2018,5703,2,202,5,7,7,0,7,7,3,0,0,48.5,3,1,5,2
2018,5704,3,303,3,7,7,0,0,7,0,0,0,38.5,3,1,3,1
2018,5705,2,202,5,7,5,0,7,5,0,0,0,38.5,3,1,4,1
2018,5706,5,506,10,7,7,1,4,4,0,0,2,46.0,3,2,5,2
2018,5707,3,303,3,7,2,0,4,5,0,0,1,27.0,2,3,4,1
2018,5708,3,303,3,7,7,0,4,4,0,2,2,50.0,3,2,5,2
2018,5709,5,503,9,7,7,1,7,3,1,7,7,80.0,3,1,7,3
2018,5710,2,205,2,7,4,0,4,2,0,0,0,31.0,2,3,4,1
2018,5711,3,304,4,7,7,0,7,0,0,0,0,42.0,3,1,3,1
2018,5712,1,102,4,7,5,0,0,0,0,0,3,30.5,2,2,2,1
2018,5713,5,501,9,7,7,1,7,7,0,0,7,53.0,3,2,5,2
2018,5714,1,103,0,7,3,0,7,7,0,0,0,33.5,2,2,4,1
2018,5715,2,202,5,7,0,0,0,0,0,0,7,17.5,1,3,1,1
2018,5716,3,306,1,7,1,0,7,6,0,0,1,27.5,2,3,4,1
2018,5717,3,301,4,7,5,0,4,2,0,0,0,34.0,2,3,4,1
2018,5718,2,206,5,7,4,2,6,7,2,0,3,47.0,3,2,6,2
2018,5719,2,206,5,7,5,0,7,7,2,0,3,43.0,3,2,5,2
2018,5720,2,202,5,7,7,0,7,7,0,0,0,45.5,3,2,4,1
2018,5721,2,208,5,7,7,0,1,7,1,2,7,52.0,3,2,6,2
2018,5722,5,505,12,7,5,0,1,4,0,0,3,33.5,2,4,4,1
2018,5723,4,403,3,7,5,0,6,1,0,0,0,35.5,3,2,4,1
2018,5724,3,301,2,7,5,0,4,3,0,0,0,34.5,2,3,4,1
2018,5725,2,202,5,7,7,0,4,2,0,0,0,40.0,3,2,4,1
2018,5726,3,303,3,7,4,0,4,2,0,0,2,32.0,2,3,4,1
2018,5727,2,207,5,7,7,0,7,3,2,0,3,47.0,3,2,5,2
2018,5728,3,303,3,7,7,0,6,4,3,0,4,48.0,3,2,5,2
2018,5729,5,502,11,7,7,0,7,2,0,0,0,43.0,3,2,4,1
2018,5730,2,205,4,7,7,0,4,7,0,0,0,42.5,3,2,4,1
2018,5731,2,202,5,7,0,0,4,1,0,0,0,18.5,1,4,3,1
2018,5732,5,506,10,1,3,0,7,0,0,0,4,20.0,1,3,3,1
2018,5733,2,207,4,4,5,2,3,2,0,0,0,35.0,2,2,5,2
2018,5734,4,405,7,4,7,0,7,3,0,0,2,38.5,3,1,4,1
2018,5735,2,208,5,4,3,0,6,7,0,1,6,33.5,2,3,5,2
2018,5736,4,404,6,4,4,0,3,3,2,0,2,27.5,2,3,5,2
2018,5737,2,208,5,5,2,0,7,7,0,0,3,28.0,2,3,4,1
2018,5738,2,208,5,5,2,0,7,7,2,0,3,30.0,2,3,5,2
2018,5739,4,405,7,5,3,0,1,2,0,0,0,21.0,1,3,4,1
2018,5740,4,401,7,6,3,0,4,0,0,0,0,25.0,2,3,3,1
2018,5741,2,205,4,6,5,0,4,2,1,1,0,37.0,3,1,6,2
2018,5742,3,301,1,6,6,0,4,0,0,2,3,43.5,3,2,4,1
2018,5743,4,401,7,6,6,0,3,2,0,0,2,35.0,2,3,4,1
2018,5744,3,301,1,6,3,0,3,0,0,0,0,24.0,2,3,3,1
2018,5745,5,504,10,6,3,0,7,3,1,0,3,32.0,2,3,5,2
2018,5746,5,503,9,6,6,0,7,0,2,0,0,39.0,3,2,4,1
2018,5747,2,208,5,7,7,6,5,7,3,3,7,86.0,3,1,7,3
2018,5748,2,206,5,7,7,1,5,3,0,0,0,45.5,3,1,5,2
2018,5749,4,402,4,7,7,0,3,7,0,0,0,41.5,3,2,4,1
2018,5750,4,405,7,7,7,0,4,3,0,3,2,53.5,3,2,5,2
2018,5751,3,307,1,7,7,1,7,5,5,0,0,53.5,3,1,6,2
2018,5752,4,405,7,7,7,0,7,3,0,0,0,43.5,3,2,4,1
2018,5753,3,303,3,7,7,0,7,4,2,4,1,62.5,3,2,6,2
2018,5754,3,301,1,7,5,2,4,2,0,0,3,43.5,3,2,5,2
2018,5755,2,207,5,7,5,1,4,7,0,0,0,40.5,3,2,5,2
2018,5756,5,506,10,7,3,0,7,7,0,0,2,34.5,2,2,4,1
2018,5757,3,305,4,7,7,0,5,0,0,0,0,40.0,3,1,3,1
2018,5758,2,205,4,7,5,0,5,5,0,0,0,36.5,3,2,4,1
2018,5759,3,301,2,7,7,0,4,0,0,0,2,40.0,3,1,3,1
2018,5760,2,201,5,7,5,0,4,7,1,7,3,67.0,3,2,6,2
2018,5761,3,306,1,7,3,0,7,7,0,0,7,37.0,3,2,4,1
2018,5762,2,207,5,7,7,0,0,0,0,0,3,36.5,3,2,2,1
2018,5763,5,505,10,7,3,0,3,2,0,0,0,27.0,2,3,4,1
2018,5764,5,506,10,7,7,0,3,3,0,1,2,44.5,3,1,5,2
2018,5765,5,502,11,7,7,0,7,2,3,0,4,48.0,3,2,5,2
2018,5766,2,202,5,7,3,0,7,3,0,0,0,31.5,2,3,4,1
2018,5767,5,506,10,7,7,0,5,6,0,0,0,43.0,3,2,4,1
2018,5768,5,503,9,7,6,0,7,0,3,4,0,58.0,3,2,5,2
2018,5769,3,301,2,7,7,0,3,7,3,3,0,56.5,3,1,6,2
2018,5770,4,405,7,7,7,0,5,7,0,0,0,43.5,3,2,4,1
2018,5771,3,305,4,7,3,0,4,2,0,0,0,28.0,2,3,4,1
2018,5772,2,208,5,7,3,0,7,3,0,6,7,59.0,3,2,5,2
2018,5773,3,305,4,7,5,0,3,2,0,0,0,33.0,2,3,4,1
2018,5774,2,203,2,7,7,0,6,0,0,0,0,41.0,3,3,3,1
2018,5775,3,304,3,7,1,0,7,3,0,0,2,26.5,2,3,4,1
2018,5776,2,205,2,7,7,0,7,3,0,0,0,43.5,3,2,4,1
2018,5777,4,404,6,7,0,0,7,1,0,0,0,21.5,2,3,3,1
2018,5778,2,207,5,7,6,0,6,3,0,0,0,39.5,3,2,4,1
2018,5779,3,305,4,7,5,0,7,7,0,0,0,39.5,3,2,4,1
2018,5780,3,306,1,0,3,3,7,7,0,0,0,31.5,2,3,4,1
2018,5781,3,302,2,0,0,0,0,0,0,0,0,0.0,1,3,0,1
2018,5782,2,203,4,0,5,0,0,0,0,5,0,35.0,2,3,2,1
2018,5783,4,403,3,0,7,0,0,2,2,0,0,24.0,2,2,3,1
2018,5784,5,504,10,1,7,0,7,7,0,0,3,35.0,2,3,4,1
2018,5785,2,208,5,1,2,0,7,0,3,0,2,19.0,1,3,4,1
2018,5786,5,501,10,1,4,0,1,3,0,0,0,16.5,1,3,4,1
2018,5787,3,302,1,1,1,0,3,1,0,0,0,8.5,1,3,4,1
2018,5788,3,301,4,1,4,0,0,3,0,0,0,15.5,1,3,3,1
2018,5789,2,206,5,1,5,0,7,6,0,0,7,30.5,2,2,4,1
2018,5790,2,208,5,2,6,0,7,7,0,2,3,42.0,3,1,5,2
2018,5791,5,505,12,3,6,1,5,6,2,0,7,41.5,3,1,6,2
2018,5792,4,404,3,3,7,1,3,7,0,0,7,41.0,3,1,5,2
2018,5793,5,502,11,3,7,0,0,0,0,7,0,55.0,3,1,3,1
2018,5794,5,504,10,3,7,0,7,7,1,1,7,46.0,3,1,6,2
2018,5795,2,208,5,3,5,3,5,2,1,0,0,40.0,3,2,6,2
2018,5796,4,405,7,3,3,0,1,0,0,0,0,16.0,1,3,3,1
2018,5797,5,504,11,3,3,0,3,3,0,0,1,20.0,1,3,4,1
2018,5798,3,302,1,3,1,0,6,5,0,0,0,17.5,1,3,4,1
2018,5799,2,205,4,3,7,0,0,2,0,5,0,48.0,3,1,4,1
2018,5800,4,404,3,3,3,0,4,2,0,0,1,20.5,1,3,4,1
2018,5801,3,302,2,3,7,0,5,2,0,0,0,33.0,2,3,4,1
2018,5802,5,503,7,3,7,3,7,7,7,0,7,60.0,3,2,6,2
2018,5803,5,501,10,3,7,0,0,2,0,0,7,31.5,2,2,3,1
2018,5804,3,301,1,3,5,0,7,0,0,0,0,28.0,2,2,3,1
2018,5805,4,405,7,3,4,0,1,5,0,0,0,21.5,2,2,4,1
2018,5806,4,401,7,4,7,3,4,7,0,0,3,50.0,3,1,5,2
2018,5807,2,208,5,4,7,0,7,7,2,3,5,56.0,3,1,6,2
2018,5808,3,302,1,4,2,0,7,4,0,0,0,23.0,2,2,4,1
2018,5809,5,504,11,4,5,0,7,7,3,7,0,64.5,3,1,6,2
2018,5810,5,506,10,4,5,1,5,5,4,3,7,54.0,3,1,7,3
2018,5811,2,207,5,4,2,1,4,7,0,0,1,26.0,2,3,5,2
2018,5812,3,304,4,4,7,0,7,7,0,0,7,43.0,3,2,4,1
2018,5813,2,207,4,4,7,2,7,3,2,0,1,48.0,3,1,6,2
2018,5814,2,208,5,4,7,0,7,2,0,0,0,37.0,3,2,4,1
2018,5815,3,302,1,4,5,0,5,3,0,3,0,41.5,3,2,5,2
2018,5816,4,401,7,4,1,0,3,3,0,0,2,16.5,1,3,4,1
2018,5817,5,501,10,4,7,1,7,7,2,0,7,49.0,3,1,6,2
2018,5818,5,505,12,4,7,0,7,2,0,0,4,39.0,3,1,4,1
2018,5819,4,401,7,4,7,0,4,7,1,0,0,37.5,3,2,5,2
2018,5820,5,504,11,4,1,0,7,3,0,0,0,19.5,1,3,4,1
2018,5821,4,405,7,4,7,0,5,5,3,7,7,71.0,3,1,6,2
2018,5822,2,208,5,4,5,0,0,2,0,0,7,27.5,2,2,3,1
2018,5823,2,208,5,4,7,0,3,4,2,3,2,49.0,3,2,6,2
2018,5824,3,302,1,4,6,0,3,6,0,0,0,32.0,2,2,4,1
2018,5825,2,206,5,4,7,0,7,7,5,0,3,46.0,3,1,5,2
2018,5826,2,206,5,4,7,0,7,4,2,0,2,41.0,3,1,5,2
2018,5827,4,404,6,4,7,0,4,0,0,0,0,33.0,2,3,3,1
2018,5828,3,306,1,4,0,0,0,0,0,0,0,8.0,1,4,1,1
2018,5829,3,306,1,4,2,0,5,7,0,0,1,23.0,2,3,4,1
2018,5830,5,506,10,4,7,0,7,4,0,0,5,40.5,3,1,4,1
2018,5831,4,404,3,4,6,0,7,1,0,0,2,34.5,2,3,4,1
2018,5832,4,404,6,4,7,0,7,3,3,2,0,48.5,3,1,6,2
2018,5833,4,401,7,4,7,1,3,7,3,0,3,44.0,3,2,6,2
2018,5834,3,301,1,4,1,1,7,2,0,0,0,23.0,2,3,5,2
2018,5835,5,504,10,4,5,0,3,2,0,0,0,27.0,2,3,4,1
2018,5836,3,303,1,4,7,0,6,2,0,0,0,36.0,3,2,4,1
2018,5837,5,503,9,4,3,0,0,0,0,7,7,48.5,3,2,3,1
2018,5838,4,404,6,4,4,0,4,0,0,0,1,24.5,2,2,3,1
2018,5839,4,404,6,4,7,0,4,1,0,0,0,33.5,2,3,4,1
2018,5840,2,208,5,4,4,0,0,0,0,0,2,21.0,1,3,2,1
2018,5841,4,404,6,4,3,0,3,0,0,0,0,20.0,1,4,3,1
2018,5842,2,208,5,4,1,0,0,0,0,0,0,11.0,1,4,2,1
2018,5843,4,405,7,4,7,0,4,0,0,3,0,45.0,3,2,4,1
2018,5844,2,206,5,4,4,0,3,2,0,0,0,24.0,2,3,4,1
2018,5845,2,204,5,4,7,0,5,2,0,0,0,35.0,2,3,4,1
2018,5846,5,501,10,4,7,0,3,4,0,0,7,37.5,3,1,4,1
2018,5847,4,401,7,4,7,0,7,4,0,0,0,38.0,3,2,4,1
2018,5848,4,404,6,4,1,0,4,0,0,0,0,15.0,1,3,3,1
2018,5849,2,208,5,4,4,0,7,3,1,6,0,53.5,3,2,6,2
2018,5850,3,305,4,4,2,0,4,0,0,0,0,18.0,1,4,3,1
2018,5851,4,405,7,4,7,0,4,0,0,0,0,33.0,2,4,3,1
2018,5852,2,208,5,4,3,0,5,7,0,0,1,26.0,2,3,4,1
2018,5853,5,501,10,4,7,0,1,7,0,0,7,37.0,3,1,4,1
2018,5854,5,504,10,4,7,0,7,2,0,0,0,37.0,3,1,4,1
2018,5855,2,206,5,4,7,0,6,0,0,0,0,35.0,2,2,3,1
2018,5856,2,208,5,4,5,0,4,2,2,0,3,31.5,2,3,5,2
2018,5857,3,302,2,4,4,0,0,0,0,0,0,20.0,1,3,2,1
2018,5858,5,504,11,5,7,0,7,0,7,0,7,48.5,3,1,4,1
2018,5859,2,206,5,5,6,1,4,6,2,1,7,48.5,3,1,7,3
2018,5860,2,208,5,5,2,1,7,5,0,0,4,31.5,2,2,5,2
2018,5861,4,401,4,5,4,1,5,7,0,2,3,44.0,3,1,6,2
2018,5862,2,201,5,5,7,0,7,7,0,7,7,73.0,3,2,5,2
2018,5863,3,306,2,5,3,0,4,4,1,0,1,26.5,2,2,5,2
2018,5864,3,301,1,5,6,0,4,7,0,0,4,37.5,3,1,4,1
2018,5865,4,404,6,5,7,1,4,3,0,4,4,58.5,3,1,6,2
2018,5866,2,207,5,5,7,1,7,6,7,0,7,55.5,3,1,6,2
2018,5867,2,201,5,5,7,1,7,7,0,7,3,75.0,3,2,6,2
2018,5868,5,504,10,5,5,0,7,5,2,0,7,40.0,3,1,5,2
2018,5869,5,505,10,5,4,0,0,7,0,0,4,27.5,2,2,3,1
2018,5870,4,405,7,5,4,0,4,2,0,0,0,27.0,2,3,4,1
2018,5871,5,505,10,5,7,0,0,5,0,0,0,33.5,2,3,3,1
2018,5872,5,506,10,5,5,0,7,3,2,3,7,51.0,3,1,6,2
2018,5873,3,307,1,5,7,1,6,4,3,7,3,75.5,3,2,7,3
2018,5874,5,506,8,5,7,0,4,7,0,0,0,38.5,3,2,4,1
2018,5875,1,102,9,5,7,0,1,7,1,0,3,38.0,3,2,5,2
2018,5876,5,504,11,5,7,0,7,6,0,0,0,41.0,3,2,4,1
2018,5877,2,207,5,5,3,0,7,3,0,0,4,29.5,2,2,4,1
2018,5878,1,101,0,5,7,0,5,7,1,0,7,44.0,3,2,5,2
2018,5879,4,405,7,5,7,0,7,1,0,0,2,39.5,3,2,4,1
2018,5880,4,405,7,5,7,0,7,2,4,0,0,43.0,3,2,5,2
2018,5881,5,506,10,5,7,0,7,7,0,0,4,43.5,3,2,4,1
2018,5882,4,405,7,5,7,0,7,3,2,0,0,41.5,3,2,5,2
2018,5883,4,401,7,5,7,1,4,7,3,0,3,47.0,3,1,6,2
2018,5884,2,207,4,5,7,0,4,7,0,0,3,40.0,3,1,4,1
2018,5885,4,404,6,5,2,0,6,1,0,0,0,22.5,2,3,4,1
2018,5886,3,305,4,5,7,0,1,3,0,0,1,34.0,2,3,4,1
2018,5887,5,504,9,5,7,0,7,3,0,4,2,56.5,3,1,5,2
2018,5888,4,404,6,5,7,0,7,0,0,0,1,38.5,3,2,3,1
2018,5889,4,405,7,5,7,0,3,3,0,0,0,35.5,3,2,4,1
2018,5890,2,208,5,5,4,0,7,5,0,0,3,33.0,2,3,4,1
2018,5891,4,405,7,5,7,0,1,3,0,7,0,61.5,3,2,5,2
2018,5892,4,402,4,5,7,0,7,0,0,0,0,38.0,3,2,3,1
2018,5893,2,207,5,5,5,0,7,5,0,0,0,34.5,2,3,4,1
2018,5894,2,207,4,5,7,0,6,0,0,0,0,37.0,3,2,3,1
2018,5895,2,204,5,5,7,0,4,3,0,4,5,55.0,3,2,5,2
2018,5896,4,404,6,5,3,0,5,2,0,0,3,26.5,2,2,4,1
2018,5897,3,302,1,5,1,0,7,0,0,0,0,20.0,1,3,3,1
2018,5898,4,401,7,5,5,0,7,7,0,0,0,35.5,3,2,4,1
2018,5899,4,405,7,5,7,0,7,5,2,0,2,43.5,3,1,5,2
2018,5900,2,205,4,5,5,0,4,7,0,5,2,53.5,3,1,5,2
2018,5901,5,503,9,5,7,0,7,2,0,0,1,39.5,3,2,4,1
2018,5902,4,404,6,5,7,0,7,6,0,0,5,43.5,3,2,4,1
2018,5903,5,501,10,5,3,0,4,0,0,1,0,27.0,2,2,4,1
2018,5904,3,302,2,5,4,0,0,3,0,0,3,25.0,2,3,3,1
2018,5905,3,306,1,5,6,0,7,7,0,0,7,42.0,3,2,4,1
2018,5906,5,507,8,5,7,1,5,5,7,7,7,81.0,3,1,7,3
2018,5907,3,306,1,5,0,1,5,7,0,0,0,22.5,2,2,4,1
2018,5908,1,103,0,6,7,4,6,7,2,7,7,92.0,3,1,7,3
2018,5909,2,206,5,6,7,2,7,7,2,7,7,85.0,3,1,7,3
2018,5910,2,204,5,6,6,2,5,7,0,3,7,62.0,3,2,6,2
2018,5911,4,405,7,6,7,0,7,4,0,7,7,73.5,3,1,5,2
2018,5912,5,505,10,6,7,3,7,0,0,0,0,52.0,3,2,4,1
2018,5913,3,301,1,6,6,0,4,4,0,0,0,36.0,3,1,4,1
2018,5914,5,506,10,6,7,0,7,3,0,0,7,45.0,3,1,4,1
2018,5915,2,208,5,6,3,1,5,2,0,0,2,32.0,2,3,5,2
2018,5916,5,503,7,6,6,0,7,6,0,5,1,60.5,3,1,5,2
2018,5917,5,504,10,6,7,0,7,4,0,0,3,43.5,3,2,4,1
2018,5918,5,501,10,6,7,0,7,7,0,0,7,47.0,3,2,4,1
2018,5919,2,208,5,6,7,0,7,7,0,1,7,51.0,3,2,5,2
2018,5920,2,205,4,6,7,0,3,7,0,0,7,43.0,3,2,4,1
2018,5921,5,504,11,6,3,0,7,3,0,0,0,29.5,2,2,4,1
2018,5922,5,504,11,6,7,0,7,0,2,7,4,72.0,3,2,5,2
2018,5923,1,103,0,6,7,2,3,7,2,0,7,53.0,3,1,6,2
2018,5924,5,504,11,6,7,0,7,3,0,0,2,42.5,3,1,4,1
2018,5925,4,405,7,6,7,0,4,7,0,0,0,40.5,3,1,4,1
2018,5926,3,302,1,6,0,0,3,2,0,0,3,17.5,1,3,3,1
2018,5927,5,504,11,6,4,0,7,2,0,0,0,32.0,2,2,4,1
2018,5928,5,503,9,6,7,0,7,3,0,0,0,41.5,3,1,4,1
2018,5929,2,207,5,6,3,0,7,7,4,1,7,43.0,3,1,6,2
2018,5930,2,202,5,6,7,0,5,5,0,0,0,40.5,3,1,4,1
2018,5931,2,207,4,6,7,0,5,3,0,0,3,41.0,3,1,4,1
2018,5932,2,208,5,6,3,0,4,7,0,0,2,29.5,2,3,4,1
2018,5933,5,506,10,6,7,0,7,7,0,0,7,47.0,3,2,4,1
2018,5934,5,506,10,6,7,1,7,4,1,0,4,49.0,3,1,6,2
2018,5935,4,405,7,6,4,0,3,2,0,0,2,29.0,2,3,4,1
2018,5936,3,305,4,6,7,0,5,1,0,0,1,39.0,3,2,4,1
2018,5937,5,503,9,6,7,2,7,2,0,0,0,49.0,3,1,5,2
2018,5938,5,504,11,6,3,0,4,2,0,0,3,27.5,2,3,4,1
2018,5939,2,207,4,6,2,0,4,3,4,0,0,27.5,2,2,5,2
2018,5940,2,205,2,6,4,0,5,3,0,0,0,30.5,2,3,4,1
2018,5941,2,205,2,6,7,0,7,7,0,0,0,43.5,3,1,4,1
2018,5942,2,205,4,6,4,0,3,3,0,5,0,48.5,3,2,5,2
2018,5943,4,404,3,6,7,3,7,3,0,0,0,53.5,3,1,5,2
2018,5944,4,405,7,6,7,0,1,0,0,0,0,34.0,2,2,3,1
2018,5945,3,302,1,6,0,0,5,0,0,0,0,17.0,1,3,2,1
2018,5946,5,503,9,6,3,0,4,2,2,0,0,28.0,2,2,5,2
2018,5947,5,504,10,6,2,0,5,2,0,0,0,24.0,2,3,4,1
2018,5948,3,301,2,6,5,0,4,0,0,0,2,32.0,2,3,3,1
2018,5949,2,201,5,6,7,0,7,7,2,1,2,50.5,3,1,6,2
2018,5950,2,205,4,6,7,0,6,7,0,0,3,44.0,3,1,4,1
2018,5951,2,208,5,6,6,0,7,7,0,0,0,40.5,3,1,4,1
2018,5952,4,404,6,6,7,0,7,3,0,0,0,41.5,3,1,4,1
2018,5953,3,302,2,6,0,0,4,0,0,0,0,16.0,1,4,2,1
2018,5954,4,405,7,6,7,0,6,3,2,3,0,54.5,3,3,6,2
2018,5955,2,204,5,6,4,0,7,4,0,0,0,33.0,2,3,4,1
2018,5956,2,208,5,6,4,0,7,7,0,7,3,64.0,3,1,5,2
2018,5957,4,402,6,6,5,0,6,4,0,5,0,55.0,3,1,5,2
2018,5958,5,504,10,6,7,3,4,7,3,7,7,87.0,3,1,7,3
2018,5959,2,208,5,6,1,0,7,2,0,0,2,24.0,2,3,4,1
2018,5960,3,301,4,7,6,0,4,7,2,4,2,58.5,3,1,6,2
2018,5961,1,103,0,7,7,2,7,7,6,6,7,87.0,3,1,7,3
2018,5962,2,208,5,7,7,2,6,7,1,7,7,85.0,3,1,7,3
2018,5963,3,304,4,7,7,2,7,7,7,7,7,92.0,3,1,7,3
2018,5964,2,204,5,7,7,2,7,2,3,7,7,85.5,3,1,7,3
2018,5965,1,102,0,7,7,7,7,7,7,7,7,112.0,3,1,7,3
2018,5966,4,401,7,7,7,0,4,7,4,0,7,50.0,3,1,5,2
2018,5967,5,507,8,7,7,7,7,7,7,7,7,112.0,3,1,7,3
2018,5968,3,304,3,7,7,0,3,1,1,7,7,71.0,3,1,6,2
2018,5969,5,502,11,7,7,0,7,7,0,7,2,74.5,3,1,5,2
2018,5970,2,201,5,7,7,0,7,7,2,7,7,79.0,3,1,6,2
2018,5971,2,206,5,7,7,0,7,7,3,7,7,80.0,3,1,6,2
2018,5972,3,302,1,7,7,3,7,7,0,0,7,61.0,3,1,5,2
2018,5973,2,206,5,7,7,7,7,7,7,7,7,112.0,3,1,7,3
2018,5974,3,307,1,7,2,3,5,7,0,0,7,44.0,3,1,5,2
2018,5975,2,204,4,7,7,7,7,7,3,0,7,80.0,3,1,6,2
2018,5976,5,502,11,7,7,2,7,7,3,7,7,88.0,3,1,7,3
2018,5977,2,207,4,7,7,3,7,7,7,7,7,96.0,3,1,7,3
2018,5978,5,502,11,7,7,0,7,4,7,7,7,82.5,3,1,6,2
2018,5979,5,507,8,7,7,2,7,4,3,7,7,86.5,3,1,7,3
