year,hhid,province,district,zone,starch,pulses,meat,vegetables,oil,fruits,milk,sugar,o_fcs
2018,uuid:5525788a-09e3-4168-82d0-fa16359f9465,2,203,5,5,7,1,5,7,0,1,3,49.0
2018,uuid:e0b4233e-4564-45b7-bdf0-f2deb080eafe,3,302,1,5,3,0,7,3,0,0,0,27.5
2018,uuid:7b03a58e-ad48-40bc-b213-81163282dcef,2,205,4,5,7,1,6,7,0,0,7,48.0
2018,uuid:11b4d104-ffac-4540-8b12-6d1a9d2f8fd5,1,102,10,5,7,0,7,7,0,7,5,72.0
2018,uuid:f8f7cb84-92ce-46f5-8fa7-74dd3a517ca7,3,304,3,5,4,0,6,3,0,0,2,30.5
2018,uuid:e780f0c2-74fa-4b24-9314-928313079baa,5,507,8,5,7,0,1,7,2,0,0,37.5
2018,uuid:e9e1fb4d-e58e-41fe-91fd-0ca41df0fcb5,2,201,5,5,4,1,3,4,0,7,1,59.5
2018,uuid:0eb567fa-cf2d-446b-bf3e-cdc9de2c158e,5,506,10,5,7,0,0,7,0,0,7,38.0
2018,uuid:8dfefad6-340c-499d-9a92-61062a5f0452,2,204,4,5,7,0,3,7,0,0,6,40.5
2018,uuid:2bd62c71-945b-4024-a151-a8f051d6cee5,5,503,9,5,7,0,4,2,0,0,2,37.0
2018,uuid:51cb6fc9-26d1-435a-9d11-1f070f2924ab,5,504,10,5,5,0,6,3,1,1,2,38.5
2018,uuid:169f4412-2a44-4bf0-9894-44833806469c,2,201,5,5,7,0,7,7,0,3,0,53.5
2018,uuid:f3d1bcce-29df-465d-acfc-0b7f934f164f,2,202,5,5,7,0,4,2,0,0,0,36.0
2018,uuid:73b86151-e8a6-4cd3-b33c-ea8d7271417f,3,303,3,5,7,2,6,2,3,3,7,64.5
2018,uuid:6a52df4c-df61-4b2a-8718-0066b9e25fb6,4,401,7,5,6,0,6,7,0,0,0,37.5
2018,uuid:36fa96d5-48c9-4f88-9833-ece4365bd215,3,306,1,5,7,0,5,7,0,0,1,40.0
2018,uuid:4de8857b-b74c-4f8c-9da3-2d34d8932822,4,404,6,5,4,0,5,3,0,0,2,29.5
2018,uuid:f7175229-ffc8-44a5-8a7c-98223c726e27,3,306,1,5,7,1,7,7,1,1,7,54.0
2018,uuid:8869be1f-f05b-49e4-8457-1abf4be55cd4,3,304,4,5,4,0,5,3,0,0,4,30.5
2018,uuid:af7c3dd2-1602-4f35-986d-204943eb96d3,2,201,5,5,7,0,4,7,7,7,7,77.0
2018,uuid:6d2b3c43-5dfc-4520-af95-896e56ee7a15,2,201,5,5,7,0,7,7,0,0,7,45.0
2018,uuid:4816073c-6746-4dc8-9550-dea6d74a720e,2,202,5,5,5,0,0,0,0,2,3,34.5
2018,uuid:408a0045-4696-45a8-8e86-c430ad31302f,3,301,4,5,7,0,0,0,0,0,0,31.0
2018,uuid:13238c53-93e8-4bac-9d46-87816e2e5cea,2,206,5,5,7,0,1,7,2,2,4,47.5
2018,uuid:a390143b-523d-4873-9e2d-4c6cd89a9b2f,5,502,11,5,7,0,4,5,2,0,0,39.5
2018,uuid:079bb423-4a8f-4477-bd3d-d993b0c665a7,2,201,5,5,7,0,3,7,0,0,0,37.5
2018,uuid:462f1876-b1b0-4742-b1cf-d2b41e5f840a,3,306,1,5,5,0,6,0,0,0,0,31.0
2018,uuid:3e9f7a73-5ee9-426a-99f3-fd6af6a86309,2,208,5,5,3,0,7,5,0,0,0,28.5
2018,uuid:3ad74b05-55e8-440e-8e38-23ef74561f51,2,205,2,5,5,0,3,0,0,0,0,28.0
2018,uuid:2fb98034-6150-487b-baed-87752bf30c23,4,405,7,5,7,0,4,2,7,0,1,43.5
2018,uuid:6a4d929c-26dd-48f8-8568-b8730db742d3,2,205,2,5,5,0,4,2,0,0,2,31.0
2018,uuid:dea1b410-fb73-4a5b-892e-a6c84f046ac2,3,301,2,5,4,0,3,3,0,0,2,27.5
2018,uuid:7328ae16-d7b3-4fa4-8b0f-f6f9004e3d8c,3,302,1,5,2,0,1,0,1,0,0,18.0
2018,uuid:586eb18f-d95b-4f04-9e55-53765aa6c982,3,301,4,5,3,0,3,6,0,0,3,26.5
2018,uuid:7f5c55a4-80f5-48f3-a627-889beb83e0e9,5,507,8,5,4,0,3,3,0,0,0,26.5
2018,uuid:14648075-b233-4943-9b93-7f9b3a37e335,5,506,10,5,6,0,7,3,0,0,0,36.5
2018,uuid:cead3c91-c182-49c1-a48c-67d7cebfe4de,1,103,0,5,7,0,4,7,0,0,2,39.5
2018,uuid:1bd9fce5-59bb-4734-b606-83725945cf3c,5,504,11,5,3,0,7,2,0,0,2,28.0
2018,uuid:a9569327-7276-4884-9da3-f0e358c3591d,2,206,5,5,7,1,7,7,2,4,7,67.0
2018,uuid:30d82385-68da-45a7-a82b-e688b9d360be,2,204,5,5,4,0,5,0,0,0,0,27.0
2018,uuid:67ad7c41-2b93-48a7-83d0-e026f938f00f,3,302,1,5,7,0,3,1,0,0,0,34.5
2018,uuid:27cd9225-31ff-4548-8874-1885a8811080,2,201,5,5,0,0,4,5,0,0,0,16.5
2018,uuid:81f42bd5-f31d-4f99-8bf7-8e7d7f0f6ec5,4,405,7,5,3,0,7,2,0,0,0,27.0
2018,uuid:ba5f390d-e8b7-46c3-bb6a-5216667eabf1,2,207,4,5,6,0,6,0,0,0,2,35.0
2018,uuid:2ea77221-f151-47e4-b216-439123e3c765,3,301,1,5,4,0,1,0,0,3,0,35.0
2018,uuid:9a5b6ba8-4543-458b-a508-f2bd72be61ff,2,201,4,5,7,0,5,4,0,0,1,38.5
2018,uuid:d4e99a24-cbd5-48d0-bd35-46ec81580d2f,2,206,5,5,7,0,7,7,2,3,0,55.5
2018,uuid:9007bb50-9ee2-4128-a51c-208928cb1e17,4,405,7,5,7,0,3,1,1,0,0,35.5
2018,uuid:e8b83737-d028-4e27-ac18-857f83b68467,4,405,9,5,3,0,6,0,0,0,3,26.5
2018,uuid:dd8e531f-5ebb-41f1-8f3d-83fd2c93767d,4,405,7,5,7,0,3,4,2,0,2,39.0
2018,uuid:cdf3710a-bdef-4f3a-a60a-c740217f9215,2,201,5,5,4,0,4,3,3,0,0,30.5
2018,uuid:875a6899-d9f0-49c8-a00e-597d065f35fe,2,207,5,5,4,0,6,3,0,0,0,29.5
2018,uuid:19867d99-49a1-4eef-9f83-accab7ecc7e0,2,201,5,5,7,0,4,2,2,0,0,38.0
2018,uuid:51f74c0a-cacb-4ab4-8dce-7e794ff193dc,4,405,7,5,7,0,7,4,0,0,0,40.0
2018,uuid:948eae3c-10bf-4f70-8a91-4c7db91b11b3,3,302,2,5,0,0,0,0,0,0,0,10.0
2018,uuid:329f5c1d-5c57-4f37-b003-0a8bd29876dc,4,403,3,5,2,0,7,0,2,0,0,25.0
2018,uuid:8e5e4f91-98cb-4b36-85c8-19a93b648591,2,201,5,5,4,0,7,7,0,1,0,36.5
2018,uuid:7bd9ff6e-adb7-493d-9d40-fdbd0fca0b5d,5,504,11,5,7,0,5,4,0,0,1,38.5
2018,uuid:dcbb193c-16ce-4b46-8f8b-86f90c5f53ad,2,202,5,5,4,0,5,5,0,0,2,30.5
2018,uuid:c4cb962b-3214-4f19-b9ff-bc506ac0acfd,2,201,5,5,4,0,5,2,0,0,7,31.5
2018,uuid:b5ccecb7-03f3-4d19-88c4-371d3c377364,5,504,11,5,7,0,7,0,0,0,0,38.0
2018,uuid:3d3c0bb4-2322-4a37-90af-6fbca122c7bc,2,208,5,5,6,3,7,7,3,2,5,64.0
2018,uuid:2890e28f-5fd8-40b6-9127-0a9348ba0eb3,3,306,1,5,1,0,7,4,0,0,5,24.5
2018,uuid:ef8d8bb7-2c2c-4bf6-9b7b-26356858f8bf,2,201,5,5,7,0,7,4,0,0,0,40.0
2018,uuid:e849ebdb-c793-4529-8a22-e01126f751c3,5,501,10,5,7,1,7,7,0,7,7,77.0
2018,uuid:5c6f60cd-630f-4aaf-b2a5-2a352877b3eb,3,306,1,6,0,2,6,7,0,0,0,29.5
2018,uuid:49b0088e-2e8a-475b-92a6-c878afab46dc,2,201,5,6,6,1,7,7,3,3,7,63.0
2018,uuid:d05c570d-8993-4ea6-8a92-e3a48847b0b8,5,501,10,6,7,0,7,7,0,7,7,75.0
2018,uuid:afcdbcc7-e944-4aca-9b6b-2c91495a9307,5,501,10,6,7,0,5,7,0,0,7,45.0
2018,uuid:846b0660-528c-468b-8934-e43a7fcf3d51,5,503,9,6,7,3,7,5,2,0,7,60.0
2018,uuid:1838e29e-35b7-499b-8dc9-e440f5551306,2,206,5,6,3,0,5,4,0,3,6,43.0
2018,uuid:ae4a57c1-b7ae-4206-bcf9-29304fff8456,3,306,1,6,7,1,3,7,0,0,5,46.0
2018,uuid:4d441f2f-31a8-4280-9943-de308143466f,5,502,9,6,5,0,7,5,1,0,5,40.0
2018,uuid:25d34871-74ec-42c8-ab69-4be7d5d4abd6,4,404,6,6,7,0,5,4,0,2,3,49.5
2018,uuid:2f925c8a-50d3-4c4e-b098-358b771dfd77,5,504,10,6,7,0,7,4,0,0,3,43.5
2018,uuid:50ffb131-c539-464a-bbfe-a34abdafac34,5,504,11,6,7,0,7,4,7,7,2,78.0
2018,uuid:14589777-123d-487a-849b-fbbdf3d27cf2,5,503,9,6,7,0,7,4,0,2,0,50.0
2018,uuid:3476318c-488f-4631-a1b5-c4b32d194c7c,5,502,9,6,5,0,3,4,0,0,7,35.5
2018,uuid:65dd37a1-036a-4c56-8e08-05c2ae1cefa4,2,204,5,6,3,0,1,2,0,0,0,23.0
2018,uuid:d61593f1-1074-4a48-a899-feb7365b5a15,2,201,5,6,1,0,4,4,0,0,2,22.0
2018,uuid:e08cb613-9143-4784-b922-a4c51521044f,2,202,5,6,6,0,4,5,0,0,0,36.5
2018,uuid:159c1588-cc1a-4cc8-b661-85acf62af62e,5,504,10,6,3,0,6,5,0,0,3,31.0
2018,uuid:b89eab50-7333-435f-aa2d-e9437a54c574,5,502,11,6,7,2,3,7,0,7,0,75.5
2018,uuid:1e316a1e-abdb-4fab-8134-af204b450422,2,206,5,6,7,0,7,7,0,0,0,43.5
2018,uuid:71b3042c-e404-4e42-a9cd-a2c0e5b7e19e,5,505,10,6,7,0,7,0,2,0,0,42.0
2018,uuid:43d2ab41-6950-401f-bd8d-9cce5dbb91aa,3,307,1,6,7,0,1,3,0,0,0,35.5
2018,uuid:01578e52-d9d4-442d-8340-6e7813d8655a,5,504,10,6,3,0,5,7,2,3,4,45.5
2018,uuid:25094795-b1d9-4635-9239-1a43da583ee6,3,306,1,6,5,0,4,5,0,0,2,34.5
2018,uuid:6588ac3e-5a69-4bdb-94e9-1d1fe6d96004,5,504,12,6,5,0,5,0,0,0,0,32.0
2018,uuid:585135c6-2b33-4eb3-80e1-03b59665aa31,2,207,5,6,7,0,7,5,3,0,1,46.0
2018,uuid:7daa1c87-66fd-49cc-acf5-caadf88fd204,2,201,4,6,7,0,7,6,2,0,3,46.5
2018,uuid:2cd5e633-c4fd-4dac-b3f1-5ec6f0eab826,3,306,1,6,5,0,7,7,0,0,5,40.0
2018,uuid:569f7365-6f1d-42db-97dd-b87a434b657b,3,301,1,6,2,0,7,2,0,0,0,26.0
2018,uuid:b3609990-b5ab-4314-b278-fce1b01b22f1,5,504,11,6,7,0,4,3,0,0,0,38.5
2018,uuid:51e616d0-f0e4-40db-81ec-d8ca91ca2aa1,2,202,5,6,2,0,1,2,0,0,3,21.5
2018,uuid:da0f7bf6-491d-4dcd-9960-001b84e7f7a6,4,404,6,6,7,0,4,3,0,0,0,38.5
2018,uuid:0b34486a-2481-47ec-ad5d-3bbbfcf6f6ee,5,503,9,6,7,0,7,0,2,0,0,42.0
2018,uuid:3c425086-0811-4532-9964-3ae2c185ddca,2,207,5,6,3,0,7,3,3,0,2,33.5
2018,uuid:cf30049e-2d19-4017-84ed-e0879de85082,2,201,5,6,2,0,7,2,0,0,3,27.5
2018,uuid:fc6ba816-fcd8-4e6f-9aac-6f91c83b82ee,4,404,6,6,2,0,0,0,0,0,0,18.0
2018,uuid:3008a55a-6703-4aff-b723-0188b6b45b8b,5,504,10,6,6,0,7,3,3,0,1,42.0
2018,uuid:da0b17e2-4e13-4933-832f-a0b6656c6c4d,2,201,5,6,7,0,7,7,0,0,0,43.5
2018,uuid:ae822891-8607-4165-90c2-de505b3f52e1,5,506,10,6,7,0,6,2,0,0,7,43.5
2018,uuid:c1b97757-53cb-481d-af45-5257145c5e6f,2,205,4,6,7,0,6,7,0,0,0,42.5
2018,uuid:40722b5b-6b9d-49a8-9009-abcddc3f6157,2,201,5,6,6,0,4,3,0,0,3,37.0
2018,uuid:39a28005-5306-4dcf-9b7b-30c0f4705e93,5,506,8,6,4,0,6,4,0,0,0,32.0
2018,uuid:adfb8486-21f4-487e-9301-d8c939269358,5,504,9,6,2,0,3,4,0,0,0,23.0
2018,uuid:28296d9f-a72b-4c90-ac29-7a96b7459b74,2,205,4,6,7,0,4,3,0,7,3,68.0
2018,uuid:c118c1da-dbe2-4c55-8765-eb65cb0c779d,5,506,10,6,5,0,7,2,0,0,0,35.0
2018,uuid:ae51838f-16e4-4efe-81ef-487290afab35,4,405,9,6,7,0,7,7,2,0,3,47.0
2018,uuid:c463c745-ae5f-4f92-ae09-ba951996eb61,4,404,6,6,5,0,5,3,0,0,3,35.0
2018,uuid:af14c290-b359-40ca-ac2a-19d1f196c175,5,503,9,6,2,0,7,0,0,0,0,25.0
2018,uuid:689ee2a0-ce09-418e-b740-876e70ccd3b8,2,207,4,6,6,0,4,0,0,0,0,34.0
2018,uuid:aa4553ca-3742-4773-a1ac-791293af6572,2,207,5,6,7,0,7,2,0,0,0,41.0
2018,uuid:a7a31995-3505-41de-935f-9f75469f9bdd,3,302,1,6,0,0,4,2,0,0,0,17.0
2018,uuid:9522c360-4305-42c7-ba24-8e317c83af4d,2,205,4,6,6,0,0,0,0,0,0,30.0
2018,uuid:8fb30c99-b7d2-4f94-a272-3a227a470e0b,5,506,10,6,4,1,5,7,0,0,0,36.5
2018,uuid:d8e3de69-5cb7-43cb-b446-8df7ce2fa913,1,101,0,6,7,0,7,7,7,7,7,82.0
2018,uuid:cd74b84d-8c01-40f1-aedc-2cb346d57e7e,4,405,7,6,7,0,5,5,0,4,4,58.5
2018,uuid:8aaf2047-07b4-4c20-a4b5-9e9641863c45,3,302,2,6,4,0,3,3,1,0,7,33.0
2018,uuid:496138a2-c0e1-4027-9e3c-8e40573473f2,4,405,7,6,7,0,4,2,0,4,2,55.0
2018,uuid:5c0f19e6-164a-4d6c-99b0-afc204e3d600,4,405,7,6,4,0,7,0,0,0,0,31.0
2018,uuid:d15bbf7a-1d0e-4773-88ff-190645eaf4b6,3,301,1,6,7,0,4,2,0,0,0,38.0
2018,uuid:3da49d8b-9a21-4458-b702-9c3e2eb9e6c0,2,205,4,6,4,0,4,2,0,0,0,29.0
2018,uuid:7921185e-edd6-4583-94cb-c3f4bf168441,3,301,2,6,3,0,3,2,0,0,1,25.5
2018,uuid:34c2dce0-869f-4464-99d8-260e85d9c430,5,504,10,6,5,0,6,3,0,0,2,35.5
2018,uuid:7e822c39-5405-4b83-bea4-263a0e74f775,3,302,1,6,4,0,4,0,0,0,0,28.0
2018,uuid:0b597813-ab58-449c-bf90-2db61315d5ff,4,401,7,6,6,0,3,5,0,2,0,43.5
2018,uuid:d48dbec5-a02d-4aa9-a694-b4e7a09319d6,4,405,7,6,5,0,7,3,0,2,2,44.5
2018,uuid:2b4cc321-99c4-47fa-b737-307a3ecd24d0,4,405,7,6,2,0,6,3,0,0,0,25.5
2018,uuid:af4e9ebb-ba90-4ed4-bed9-7607f951430b,4,405,7,6,7,0,7,7,0,2,0,51.5
2018,uuid:2d6cd1e2-3224-4bb8-bb67-238790b3bb8e,5,504,9,6,4,0,5,3,0,0,0,30.5
2018,uuid:cbc3aa5d-a73b-42c9-80b6-dae3da74e030,2,205,4,6,7,0,4,2,0,0,0,38.0
2018,uuid:a1fea6ea-90f4-4278-af15-3b0f040e7b30,4,405,7,6,3,0,7,3,0,0,0,29.5
2018,uuid:ab1f3f27-a0ec-4e98-98d0-d84b075b6b04,2,205,4,6,3,0,0,0,0,0,0,21.0
2018,uuid:fbe31588-b490-49cd-8aa5-aaa03c992d41,5,506,10,6,6,0,7,4,0,0,0,39.0
2018,uuid:00410af6-0a21-44d7-ad5d-83ae143581d7,1,103,0,7,6,0,6,5,2,2,5,53.0
2018,uuid:7582462a-bc12-4365-86d6-569ee9a045fa,1,103,0,7,6,1,6,6,4,4,7,68.5
2018,uuid:e12953a3-776e-48a3-a348-bc65992fb155,1,103,0,7,7,3,7,7,2,2,7,71.0
2018,uuid:cbcf86c5-53f0-4229-8320-fcaf925b2a9e,3,303,3,7,4,2,6,7,4,3,7,63.0
2018,uuid:8e7a9a23-0ed3-4438-bfa0-fe1ff927c5cc,1,102,0,7,2,7,7,7,7,4,7,85.0
2018,uuid:f974cec7-ead6-43ae-8858-55a6d687a152,5,502,11,7,7,0,7,7,3,7,7,80.0
2018,uuid:156eec20-8499-497c-a153-4e6168f8a224,5,502,11,7,7,5,7,7,7,7,7,104.0
2018,uuid:94f58de5-c948-4a3a-9d1a-a09904ab1f5a,5,502,11,7,4,3,7,7,5,7,7,85.0
2018,uuid:daa1766d-7b63-41f8-b51d-f360ae771a55,3,303,3,7,7,2,7,7,7,0,2,61.5
2018,uuid:87d672f0-09a9-4226-aa8b-7b7626fc51e3,5,501,10,7,7,3,7,7,0,0,7,61.0
2018,uuid:a95b3c75-e896-41c6-9043-7eac8f7c7155,4,401,4,7,7,0,7,7,2,2,7,59.0
2018,uuid:0ea1b6bd-849a-4c02-aa82-5b12f566db35,1,101,0,7,7,2,7,7,3,7,7,88.0
2018,uuid:d71b5393-2a91-4f21-91dc-fb81e5dbd797,5,502,11,7,7,3,7,7,5,7,7,94.0
2018,uuid:bb45f376-2bda-43ac-98a3-401a8efee0e8,5,503,11,7,4,0,7,7,2,0,2,39.5
2018,uuid:ec5ccfc5-a210-4d59-9973-0f38fab08117,1,102,4,7,7,2,7,6,2,0,7,58.5
2018,uuid:67a52e27-b8c4-445f-b517-f465f8412bf9,2,201,5,7,7,0,7,7,7,7,7,84.0
2018,uuid:8afc2586-594f-48bd-a606-fa983b03941e,5,507,8,7,7,1,7,7,2,7,7,83.0
2018,uuid:a75d44c3-5e65-4a3f-b921-b8f003ad10c4,4,405,7,7,4,0,7,7,2,7,7,70.0
2018,uuid:569914b4-1826-491e-b491-46397d2bb6cb,4,405,9,7,7,1,7,5,3,7,7,83.0
2018,uuid:1509694d-11ab-4fc0-ac63-13cb6e885b6d,2,202,5,7,7,3,7,7,7,7,7,96.0
2018,uuid:07e673a3-545f-401c-b009-952feb9eeeee,4,401,4,7,7,1,7,3,1,7,7,80.0
2018,uuid:4ec85500-93eb-4656-b0dc-49b852593561,1,102,10,7,7,2,7,7,4,0,2,58.5
2018,uuid:43667b16-8664-45bb-aaf7-65888f316580,2,206,5,7,7,0,7,7,5,0,7,54.0
2018,uuid:ebca1b03-ea9f-4cd2-bc66-a8a21987bec5,1,101,8,7,7,2,7,7,3,2,7,68.0
2018,uuid:14f18059-1eb2-4aea-862e-fbd7b6e5e0e2,1,101,0,7,7,2,7,7,4,7,7,89.0
2018,uuid:be1584f0-83d8-401e-b2c9-032f9a6d12d6,5,502,11,7,6,1,7,7,3,7,7,81.0
2018,uuid:d7be4565-8ac4-427e-8e17-8bcac4e4f7a1,4,405,7,7,7,0,7,7,2,7,7,79.0
2018,uuid:0c49adb4-d263-42b3-b43d-4f1a9b836114,4,402,4,7,7,2,7,5,5,2,7,69.0
2018,uuid:2ea39418-76e8-47ad-9aa0-747340e1369f,1,102,0,7,7,3,7,7,7,7,7,96.0
2018,uuid:dea2b285-60ee-496e-8c42-033bcd750160,5,503,9,7,7,1,5,2,0,7,2,74.0
2018,uuid:2ba6ee06-5e0b-40e1-baaf-72b9aac874e4,5,502,11,7,7,0,7,0,0,7,3,71.5
2018,uuid:ddb6725f-c404-4568-9a9a-7fc237ea6f23,5,501,10,7,3,1,7,2,3,7,7,69.5
2018,uuid:2cdeb77b-4e30-48a3-a32e-0939570c275c,2,201,5,7,7,2,3,7,0,4,7,69.0
2018,uuid:9127da2d-baac-4bed-b30d-5a21f5cbbe61,2,201,5,7,7,1,3,7,0,2,7,57.0
2018,uuid:f3e0d74e-2a29-4b89-9351-a4359a855203,3,307,1,7,7,3,7,6,6,5,5,85.5
2018,uuid:df7ef12a-de22-4a13-9588-458c0ac1a16d,1,102,0,7,7,1,4,7,0,7,7,78.0
2018,uuid:8cc590a4-f98b-49fb-bb91-c23ca173ff40,5,506,10,7,7,0,7,3,0,7,7,75.0
2018,uuid:5ed211ea-7a3f-4367-87de-c5ac6ef29c76,3,307,1,7,7,0,4,7,0,0,7,46.0
2018,uuid:c807aea9-200d-4eb6-9460-1ebf2351aa0f,3,304,3,7,7,0,7,3,3,3,2,59.5
2018,uuid:92a63dd8-07b3-4d8d-8fd7-2f7b4abbd5ce,3,303,3,7,7,0,7,7,7,7,4,82.5
2018,uuid:f45445f7-0f26-45fb-a8b5-36617534f8d4,5,506,10,7,7,5,5,5,2,0,7,68.0
2018,uuid:eb82fa5a-0da9-49c9-afac-0b4a0a4ae3bb,4,402,4,7,7,0,7,4,7,0,3,52.5
2018,uuid:13bb9b0d-25bc-4181-b513-6de726be7480,3,301,1,7,7,1,6,7,0,0,7,52.0
2018,uuid:c1c74c12-856b-409f-aa7e-25d9f84ecede,4,405,7,7,7,1,7,7,3,7,7,84.0
2018,uuid:82cae57f-1419-48c6-8f2e-97118f2da29a,2,206,5,7,7,0,7,7,5,7,7,82.0
2018,uuid:a47b34f5-412a-4a1e-8f15-f351fb4f1278,5,506,10,7,5,0,7,2,2,7,3,68.5
2018,uuid:9918c689-b5ef-4a04-b3c9-7639b4039656,3,306,1,7,7,1,7,7,2,0,3,53.0
2018,uuid:2833080f-d801-42e2-a33f-5300b4b14e04,3,303,3,7,7,1,3,1,0,3,0,54.5
2018,uuid:244729d8-35d0-4339-8ea0-2942b996ea79,5,501,10,7,7,0,7,7,7,0,0,52.5
2018,uuid:6d2eaac2-aacc-487c-a8d3-fbf3fd0329ba,5,501,10,7,4,1,3,7,2,7,7,70.0
2018,uuid:acb029e8-4f63-41fd-be18-16f1f9b43fba,1,102,4,7,7,0,7,7,2,0,7,51.0
2018,uuid:5db8abdc-7186-4c89-811e-b3386ea8e118,5,501,10,7,7,0,5,7,0,0,1,44.0
2018,uuid:a91c5844-8e90-4e11-9436-a6d13c41e262,5,501,10,7,7,0,7,7,2,0,0,47.5
2018,uuid:3d555988-7b4b-43c0-b6a5-93df79da3042,5,506,10,7,7,0,6,3,3,0,4,47.5
2018,uuid:21bca9de-6fb7-41dd-96d9-9bffbfd817d4,5,503,9,7,3,0,4,0,0,0,0,27.0
2018,uuid:7687f1f1-ad13-4723-b297-e77ce1a46a40,5,505,12,7,7,0,7,7,0,0,0,45.5
2018,uuid:68ccf2ee-74b1-4917-a977-16903c9714fe,5,505,12,7,7,0,7,7,0,0,1,46.0
2018,uuid:986e7852-7bac-4abc-a8a0-18e07b864c6a,1,102,4,7,7,0,7,7,1,0,4,48.5
2018,uuid:59748b76-2e3c-4e8a-9568-c57a883b5fbb,3,303,3,7,7,0,3,7,1,5,7,66.0
2018,uuid:23344c39-a1a3-46cb-83f2-eeb94d927443,3,306,1,7,7,2,7,7,0,2,4,63.5
2018,uuid:f76ed5b1-c9e9-412e-8a4b-ca007babc733,1,102,0,7,7,0,7,7,0,3,7,61.0
2018,uuid:d5ce36fd-dbd4-4385-8ac0-53cb01924c06,2,208,5,7,5,0,4,7,2,0,7,42.0
2018,uuid:2e6494c2-10af-47b9-84fe-3d5c206fbe52,2,207,5,7,6,2,7,7,3,2,7,65.0
2018,uuid:61df7d14-fce0-423c-ac65-2a99e4924a0f,4,403,3,7,0,1,7,7,0,1,7,36.0
2018,uuid:72691c48-b072-4a71-92fc-29863d6153ee,4,402,4,7,7,3,7,7,7,7,7,96.0
2018,uuid:fd171ed1-c62c-4565-a1bc-a773f25e9f43,3,306,1,7,3,0,4,7,0,0,5,33.0
2018,uuid:7c315ae6-631b-4e58-925f-49e2965e7d1d,2,206,5,7,7,0,7,7,1,7,7,78.0
2018,uuid:b8ae359a-8b9d-4309-a5af-697225d302f4,2,202,5,7,7,0,7,7,3,7,7,80.0
2018,uuid:1d28198d-72a1-4bc8-a00f-3f014fbc8fbd,5,507,8,7,7,0,7,3,1,0,0,44.5
2018,uuid:7a0c7a1e-90f6-4c0a-8c0a-72df9cfdc58f,5,503,9,7,7,3,7,7,1,7,7,90.0
2018,uuid:d058e4eb-ad9d-4bde-ac0d-dfc134113e4b,4,404,6,7,7,0,5,3,0,0,1,42.0
2018,uuid:c2f45f82-dd81-4c06-971e-3daeafd4063b,5,505,12,7,7,0,3,7,1,0,0,42.5
2018,uuid:d583a888-957e-44a3-a7a0-10b393ff1795,2,204,4,7,7,0,7,7,4,1,7,57.0
2018,uuid:e312e92e-34b2-4ac8-9389-825bf7933357,5,507,8,7,7,0,3,7,0,7,2,70.5
2018,uuid:947bf284-1eba-459a-a607-ec1fae875558,3,301,1,7,6,2,6,7,0,7,7,81.0
2018,uuid:13c80b68-1a40-4014-8f5d-c5290b0bdae7,5,501,10,7,7,0,4,4,1,0,7,45.5
2018,uuid:d162bc50-fd5a-42bb-9803-819197612b55,4,401,4,7,7,0,4,3,0,0,0,40.5
2018,uuid:80058de7-2220-48b9-93f9-0eaea4ee386d,4,401,4,7,7,1,3,7,2,0,7,51.0
2018,uuid:7bab579a-664b-4b3d-8554-143baff85966,5,502,11,7,7,0,7,0,0,7,0,70.0
2018,uuid:2fc93337-c2ef-4c70-9616-e041fe1a0ca8,2,202,5,7,7,0,7,7,7,0,7,56.0
2018,uuid:4be7766d-fcd6-4df3-b6d0-864d3a49599b,1,101,0,7,7,1,7,7,0,1,7,57.0
2018,uuid:ef009bd1-1be0-4f9e-bbfd-8d4423797061,5,507,8,7,7,3,7,7,7,7,7,96.0
2018,uuid:8c15013f-4f08-44d2-8cfc-2e1e61fad5b5,5,501,10,7,7,0,7,7,0,7,7,77.0
2018,uuid:c76a9f04-0fd2-464f-b56a-e0bbe1562754,5,502,9,7,7,0,5,5,0,4,5,61.0
2018,uuid:980f3c85-145a-4d95-9313-67202c28ffa4,3,306,1,7,7,1,7,7,5,0,7,58.0
2018,uuid:39388728-c6f0-4602-b1c4-f0c40a80a1ca,3,306,1,7,6,2,7,7,0,3,4,64.5
2018,uuid:846dd626-35aa-4dca-bfd2-5ec2cb02a222,2,201,4,7,7,0,4,7,0,2,3,52.0
2018,uuid:34ba9234-1515-43a3-927e-c4a51472ac3f,5,501,9,7,7,0,3,5,0,0,5,43.0
2018,uuid:c6ca5eaa-507e-4aa9-9a7f-0e4b078afdcb,1,102,0,7,7,2,7,7,7,7,7,92.0
2018,uuid:89e34eeb-dbac-4d69-bf87-4f383d7413d0,5,501,9,7,7,0,7,7,3,4,5,67.0
2018,uuid:0b825fbe-03ee-42a2-bd20-91705bd7820e,5,501,10,7,7,1,7,7,3,0,7,56.0
2018,uuid:f3be9486-83cb-4565-8c29-cda34dd00f31,3,307,2,7,6,3,4,7,0,0,4,53.5
2018,uuid:2bac088f-e67d-42fa-a977-58e2247d879a,4,405,7,7,6,0,4,7,0,7,7,71.0
2018,uuid:9acbecd1-e5b4-4fbd-960b-eaa341836951,1,103,0,7,7,0,7,6,0,0,5,47.5
2018,uuid:c903079f-cc83-4820-870c-a49b8eeb1e45,4,405,7,7,7,1,7,7,1,7,7,82.0
2018,uuid:e53b88fe-e827-44d9-a86c-36b3017ded87,5,505,10,7,7,0,7,7,0,0,4,47.5
